raw_institution,canonical_institutions,approved,manual_split_institutions,current_country_candidates
Insitro,"[""Insitro""]",TRUE,[],US
Inspur Computer Technology Co.,"[""Inspur Computer Technology Co.""]",TRUE,[],CN
Institut Superieur de l'Aeronautique et de l'Espace (ISAE-SUPAERO),"[""Institut Superieur de l'Aeronautique et de l'Espace (ISAE-SUPAERO)""]",FALSE,"[""Institut Superieur de l'Aeronautique et de l'Espace""]",FR
Institut de Recherche en Informatique et Systèmes Aléatoires,"[""Institut de Recherche en Informatique et Systèmes Aléatoires""]",TRUE,[],FR
Institut des Sciences Cognitives,"[""Institut des Sciences Cognitives""]",TRUE,[],FR
Institut d’Optique Graduate School,"[""Institut d’Optique Graduate School""]",TRUE,[],FR
Institut für Informationsverarbeitung,"[""Institut für Informationsverarbeitung""]",TRUE,[],DE
Institute (SLMath),"[""Institute (SLMath)""]",FALSE,"[""SLMath""]",US
Instituto Argentino de Radioastronomía,"[""Instituto Argentino de Radioastronomía""]",TRUE,[],AR
Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,"[""Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento""]",TRUE,[],PT
Instituto de Estudos Avançados da Universidade de São Paulo,"[""Instituto de Estudos Avançados da Universidade de São Paulo""]",TRUE,[],US
Instituto de Microelectrónica de Sevilla,"[""Instituto de Microelectrónica de Sevilla""]",TRUE,[],ES
Intelligent Game and Decision Lab,"[""Intelligent Game and Decision Lab""]",TRUE,[],CN
Intelligent Game and Decision Lab (IGDL),"[""Intelligent Game and Decision Lab (IGDL)""]",FALSE,"[""Intelligent Game and Decision Lab""]",CN
Interdisciplinary Transformation University Austria,"[""Interdisciplinary Transformation University Austria""]",TRUE,[],AT
Interface ,"[""Interface (United States)""]",FALSE,"[""Interface""]",US
International Institute for Advanced Study of Social Information Science,"[""International Institute for Advanced Study of Social Information Science""]",TRUE,[],JP
International School of Advanced Studies (SISSA),"[""International School of Advanced Studies (SISSA)""]",FALSE,"[""International School of Advanced Studies""]",IT
International School of Information Science & Engineering,"[""International School of Information Science & Engineering""]",TRUE,[],CN
International University - VNUHCM,"[""International University - VNUHCM""]",TRUE,[],VN
Intuit AI Research,"[""Intuit AI Research""]",TRUE,[],US
Irvine University,"[""Irvine University""]",TRUE,[],US
Istanbul Technical University,"[""Istanbul Technical University""]",TRUE,[],TR
Istituto Dalle Molle di Studi sull’Intelligenza Artiﬁciale ,"[""Istituto Dalle Molle di Studi sull’Intelligenza Artiﬁciale (The Swiss AI Lab IDSIA)""]",FALSE,"[""Istituto Dalle Molle di Studi sull’Intelligenza Artiﬁciale""]",CH
Italy University of Trieste,"[""Italy University of Trieste""]",TRUE,[],IT
Ivanovo State University of Chemistry and Technology,"[""Ivanovo State University of Chemistry and Technology""]",TRUE,[],CH
J.P.Morgan AI Research,"[""J.P.Morgan AI Research""]",TRUE,[],US
JIIOV Technology,"[""JIIOV Technology""]",TRUE,[],CN
JIUTIAN Research,"[""JIUTIAN Research""]",TRUE,[],CN
JPMorganChase AI Research,"[""JPMorganChase AI Research""]",TRUE,[],US
Jacobs University Bremen,"[""Jacobs University Bremen""]",TRUE,[],DE
Jadavpur University,"[""Jadavpur University""]",TRUE,[],IN
Japan Advanced Institute of Science and Technology,"[""Japan Advanced Institute of Science and Technology3""]",TRUE,[],JP
Jawaharlal Institute of Post Graduate Medical Education and Research,"[""Jawaharlal Institute of Post Graduate Medical Education and Research""]",TRUE,[],IN
Jawaharlal Institute of Postgraduate Medical Education and Research,"[""Jawaharlal Institute of Postgraduate Medical Education and Research""]",TRUE,[],US
Jeju National University,"[""Jeju National University""]",TRUE,[],KR
Jianghuai Advance Technology Center,"[""Jianghuai Advance Technology Center""]",TRUE,[],CN
Jiaotong University,"[""Jiaotong University""]",TRUE,[],CN
Johann Radon Institute for Computational and Applied Mathematics,"[""Johann Radon Institute for Computational and Applied Mathematics""]",TRUE,[],AT
Johns Hopkins School of Medicine,"[""Johns Hopkins School of Medicine""]",TRUE,[],US
Joint Research Center for AI Technology and All Vista Healthcare,"[""Joint Research Center for AI Technology and All Vista Healthcare""]",TRUE,[],US
Josef Ressel Centre for Intelligent and Secure Industrial Automation,"[""Josef Ressel Centre for Intelligent and Secure Industrial Automation""]",TRUE,[],AT
Justus-Liebig-Universität Gießen,"[""Justus-Liebig-Universität Gießen""]",TRUE,[],DE
Jülich Aachen Research Alliance,"[""Jülich Aachen Research Alliance""]",TRUE,[],DE
Jülich Supercomputing Centre (JSC),"[""Jülich Supercomputing Centre (JSC)""]",FALSE,"[""Jülich Supercomputing Centre""]",DE
KEYI College,"[""KEYI College""]",TRUE,[],CN
KITE Research Institute,"[""KITE Research Institute""]",TRUE,[],CA
KTH and Ericsson Research,"[""KTH and Ericsson Research""]",TRUE,[],SE
Kaiyuan Mathematical Sciences Institute,"[""Kaiyuan Mathematical Sciences Institute""]",TRUE,[],AE
Karlsruhe Institute Of Technology (KIT),"[""Karlsruhe Institute Of Technology (KIT)""]",FALSE,"[""Karlsruhe Institute Of Technology""]",DE
Kash Institute of Electronics and Information Industry,"[""Kash Institute of Electronics and Information Industry""]",TRUE,[],CN
Katholische Universität Eichstätt-Ingolstadt,"[""Katholische Universität Eichstätt-Ingolstadt""]",TRUE,[],DE
Kavli Institute for Systems Neuroscience - Trondheim,"[""Kavli Institute for Systems Neuroscience - Trondheim""]",TRUE,[],NO
Keio AI Research Center,"[""Keio AI Research Center""]",TRUE,[],US
Kempner Institute,"[""Kempner Institute""]",TRUE,[],US
Kessler Foundation,"[""Kessler Foundation""]",TRUE,[],US
Kettering University,"[""Kettering University""]",TRUE,[],US
Key Laboratory of Advanced Materials and Devices,"[""Key Laboratory of Advanced Materials and Devices""]",TRUE,[],CN
Key Laboratory of Cyberspace Security,"[""Key Laboratory of Cyberspace Security""]",TRUE,[],CN
Key Laboratory of Data,"[""Key Laboratory of Data""]",TRUE,[],CN
Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education,"[""Key Laboratory of Intelligent Computing and Signal Processing of Ministry of Education""]",TRUE,[],CN
Key Laboratory of Interactive Technology and Experience System,"[""Key Laboratory of Interactive Technology and Experience System""]",TRUE,[],CN
Key Laboratory of Smart Manufacturing in Energy Chemical Process,"[""Key Laboratory of Smart Manufacturing in Energy Chemical Process""]",TRUE,[],CN
Key Laboratory of Trustworthy Distributed Computing and Service,"[""Key Laboratory of Trustworthy Distributed Computing and Service""]",TRUE,[],CN
Khan Academy,"[""Khan Academy""]",TRUE,[],US
King Fahd University of Petroleum and Minerals,"[""King Fahd University of Petroleum and Minerals""]",TRUE,[],SA
King Saud University,"[""King Saud University""]",TRUE,[],SA
King’s College London ,"[""King’s College London ∗ Co-senior authors""]",TRUE,[],GB
Kirchhoff (Germany),"[""Kirchhoff (Germany)""]",FALSE,"[""Kirchhoff""]",DE
Kodak (United States),"[""Kodak (United States)""]",FALSE,"[""Kodak""]",US
Kootenay Association for Science & Technology,"[""Kootenay Association for Science & Technology""]",TRUE,[],CA
Korea Aerospace University,"[""Korea Aerospace University""]",TRUE,[],KR
Korea Institute of Science & Technology Information,"[""Korea Institute of Science & Technology Information""]",TRUE,[],KR
Korea Institute of Science and Technology (KIST),"[""Korea Institute of Science and Technology (KIST)""]",FALSE,"[""Korea Institute of Science and Technology""]",KR
Korea Telecom (South Korea),"[""Korea Telecom (South Korea)""]",FALSE,"[""Korea Telecom""]",KR
Krakow University of Economics,"[""Krakow University of Economics""]",TRUE,[],PL
Kuaishou Technology Unaffliated,"[""Kuaishou Technology Unaffliated""]",TRUE,[],SG
Kyoto Institute of Technology,"[""Kyoto Institute of Technology""]",TRUE,[],JP
Kyoto Prefecture University of Medicine,"[""Kyoto Prefecture University of Medicine""]",TRUE,[],JP
LG CNS AI Research,"[""LG CNS AI Research""]",TRUE,[],KR
LG Electronics AI Lab,"[""LG Electronics AI Lab""]",TRUE,[],CN
Laboratoire Lorrain de Recherche en Informatique et ses Applications,"[""Laboratoire Lorrain de Recherche en Informatique et ses Applications""]",TRUE,[],FR
Laboratoire d'Informatique,"[""Laboratoire d'Informatique""]",TRUE,[],FR
Laboratoire d'Informatique en Images et Systèmes d'Information,"[""Laboratoire d'Informatique en Images et Systèmes d'Information""]",TRUE,[],FR
Laboratoire d'Optique Appliquée,"[""Laboratoire d'Optique Appliquée""]",TRUE,[],FR
Laboratoire de Mathématiques d'Orsay,"[""Laboratoire de Mathématiques d'Orsay""]",TRUE,[],FR
Laboratoire de Physique de l'Ecole Normale Supérieure,"[""Laboratoire de Physique de l'Ecole Normale Supérieure""]",TRUE,[],FR
Laguna Research,"[""Laguna Research""]",TRUE,[],US
Lahore University of Management Sciences,"[""Lahore University of Management Sciences""]",TRUE,[],PK
Lamar University,"[""Lamar University""]",TRUE,[],US
Lapis Labs,"[""Lapis Labs""]",TRUE,[],US
Leibniz Information Centre for Science and Technology,"[""Leibniz Information Centre for Science and Technology""]",TRUE,[],DE
Leibniz Institute for Prevention Research and Epidemiology – BIPS,"[""Leibniz Institute for Prevention Research and Epidemiology – BIPS""]",TRUE,[],DE
Leipzig University - Leipzig,"[""Leipzig University - Leipzig""]",TRUE,[],DE
Leipzig University and ScaDS.AI,"[""Leipzig University and ScaDS.AI""]",TRUE,[],DE
Lenovo (China),"[""Lenovo (China)""]",FALSE,"[""Lenovo""]",CN
Leuphana University,"[""Leuphana University""]",TRUE,[],KR
Lingang Laboratory,"[""Lingang Laboratory""]",TRUE,[],CN
London Institute for Mathematical Sciences,"[""London Institute for Mathematical Sciences""]",TRUE,[],GB
Long Beach,"[""Long Beach""]",TRUE,[],US
Los Alamos National Lab,"[""Los Alamos National Lab""]",TRUE,[],US
Los Alamos National Lab,"[""Los Alamos National Security (United States)""]",FALSE,"[""Los Alamos National Security""]",US
Lower Saxony Center for AI & Causal Methods in Medicine,"[""Lower Saxony Center for AI & Causal Methods in Medicine""]",TRUE,[],DE
Loyola Marymount University,"[""Loyola Marymount University""]",TRUE,[],US
Lucerne University of Applied Sciences and Arts,"[""Lucerne University of Applied Sciences and Arts""]",TRUE,[],CH
Ludwig Maximilian University ,"[""Ludwig Maximilian University of Munich""]",TRUE,[],DE
Ludwig Maximilian University ,"[""Ludwig-Maximilians-University""]",TRUE,[],DE
Ludwigsburg University of Education,"[""Ludwigsburg University of Education""]",TRUE,[],DE
Luephana University of Lüneburg,"[""Luephana University of Lüneburg""]",TRUE,[],DE
Mila Quebec AI Institute,"[""MILA Quebec AI Institute""]",TRUE,[],CA
ML Lab,"[""ML Lab""]",TRUE,[],US
MODUL University Vienna,"[""MODUL University Vienna""]",TRUE,[],AT
MRC Biostatistics Unit,"[""MRC Biostatistics Unit""]",TRUE,[],GB
MRC Laboratory of Molecular Biology,"[""MRC Laboratory of Molecular Biology""]",TRUE,[],GB
MRSMusic,"[""MRSMusic""]",TRUE,[],CN
Maastricht University,"[""Maastricht University""]",TRUE,[],NL
Machine Learning Laboratory,"[""Machine Learning Laboratory""]",TRUE,[],DE
Machine Learning and Data Analytics (MaD) Lab,"[""Machine Learning and Data Analytics (MaD) Lab""]",TRUE,,DE
Mahidol University,"[""Mahidol University""]",TRUE,[],TH
Malmö University,"[""Malmö University""]",TRUE,[],SE
Management University,"[""Management University""]",TRUE,[],SG
Mannheim University,"[""Mannheim University""]",TRUE,[],DE
Massachusetts Eye and Ear Infirmary,"[""Massachusetts Eye and Ear Infirmary""]",TRUE,[],US
Mathematical and Algorithmic Sciences Laboratory,"[""Mathematical and Algorithmic Sciences Laboratory""]",TRUE,[],FR
Max Planck Institute for Astrophysics,"[""Max Planck Institute for Astrophysics""]",TRUE,[],DE
Max Planck Institute for Biological Cybernetics - Tübingen,"[""Max Planck Institute for Biological Cybernetics - Tübingen""]",TRUE,[],DE
Max Planck Institute for Biophysical Chemistry,"[""Max Planck Institute for Biophysical Chemistry""]",TRUE,[],DE
Max Planck Institute for Human Cognitive & Brain Sciences - Leipzig,"[""Max Planck Institute for Human Cognitive & Brain Sciences - Leipzig""]",TRUE,[],DE
Max Planck Institute for Human Development - Berlin,"[""Max Planck Institute for Human Development - Berlin""]",TRUE,[],DE
Max Planck Institute for Mathematics,"[""Max Planck Institute for Mathematics""]",TRUE,[],DE
Max Planck Institute for Medical Research,"[""Max Planck Institute for Medical Research""]",TRUE,[],DE
Max Planck Institute for Psycholinguistics,"[""Max Planck Institute for Psycholinguistics""]",TRUE,[],NL
Max Planck Institutes T¨ubingen,"[""Max Planck Institutes T¨ubingen""]",TRUE,[],DE
Max Planck School of Cognition ,"[""Max Planck School of Cognition - Leipzig""]",TRUE,[],DE
Max Plank Institute for Intelligent Systems,"[""Max Plank Institute for Intelligent Systems""]",TRUE,[],CN
Max-Planck Institute for Computer Science,"[""Max-Planck Institute for Computer Science""]",TRUE,[],DE
Max-Planck Institute for Software Systems,"[""Max-Planck Institute for Software Systems""]",TRUE,[],DE
Max-Planck-Institute for Biological Cybernetics,"[""Max-Planck-Institute for Biological Cybernetics""]",TRUE,[],DE
Max-Planck-Institute for Intelligent Systems,"[""Max-Planck-Institute for Intelligent Systems""]",TRUE,[],DE
McCombs School of Business,"[""McCombs School of Business""]",TRUE,[],US
McGill University Mila - Quebec AI Institute Int. Lab. Learning Systems Huawei,"[""McGill University Mila - Quebec AI Institute Int. Lab. Learning Systems Huawei""]",TRUE,[],CA
MediaTek Research,"[""MediaTek Research""]",TRUE,[],GB
Megvii Technology,"[""Megvii Technology""]",TRUE,[],CN
Meta AI Corresponding author,"[""Meta AI Corresponding author""]",TRUE,[],US
Meta Platforms,"[""Meta Platforms""]",TRUE,[],US
Meta Reality Labs,"[""Meta Reality Labs""]",TRUE,[],US
Meta Reality Labs Zurich,"[""Meta Reality Labs Zurich""]",TRUE,[],US
MetaStone Technology,"[""MetaStone Technology""]",TRUE,[],US
Microsoft ,"[""Microsoft (Israel)""]",FALSE,"[""Microsoft""]",US
Microsoft AI for Good Research Lab,"[""Microsoft AI for Good Research Lab""]",TRUE,[],US
Microsoft Azure,"[""Microsoft Azure""]",TRUE,[],US
Microsoft Corporation,"[""Microsoft Corporation""]",TRUE,[],US
Microsoft Dynamics AI Research,"[""Microsoft Dynamics AI Research""]",TRUE,[],US
Microsoft Health Futures,"[""Microsoft Health Futures""]",TRUE,[],US
Microsoft Research AI,"[""Microsoft Research AI""]",TRUE,[],US
Microsoft Research Montréal,"[""Microsoft Research Montréal""]",TRUE,[],US
Microsoft Research New England,"[""Microsoft Research New England""]",TRUE,[],US
Microsoft STCA,"[""Microsoft STCA""]",TRUE,[],US
Midea Group,"[""Midea Group""]",TRUE,[],CN
Mila – Québec Artifical Intelligence Institute,"[""Mila – Québec Artifical Intelligence Institute""]",TRUE,[],CA
Millennium Institute for Foundational Research on Data,"[""Millennium Institute for Foundational Research on Data""]",TRUE,[],CL
Ministry of Education Key Laboratory of Fusion Computing of Supercomputing,"[""Ministry of Education Key Laboratory of Fusion Computing of Supercomputing""]",TRUE,[],CN
Minneapolis VA Medical Center,"[""Minneapolis VA Medical Center""]",TRUE,[],US
Mississippi State University,"[""Mississippi State University""]",TRUE,[],US
Mitsibishi Electric Research Labs,"[""Mitsibishi Electric Research Labs""]",TRUE,[],IL
Mizuho-DL Financial Technology Co.,"[""Mizuho-DL Financial Technology Co.""]",TRUE,[],JP
MoE Key Lab of Artificial Intelligence,"[""MoE Key Lab of Artificial Intelligence""]",TRUE,[],CN
MoE Key Laboratory of Information Technology,"[""MoE Key Laboratory of Information Technology""]",TRUE,[],CN
Montanuniversität Leoben,"[""Montanuniversität Leoben""]",TRUE,[],AT
Montclair State University,"[""Montclair State University""]",TRUE,[],US
Montreal Neurological Institute and Hospital,"[""Montreal Neurological Institute and Hospital""]",TRUE,[],CA
Morgan Stanley (United States),"[""Morgan Stanley (United States)""]",FALSE,"[""Morgan Stanley""]",US
Moroccan Center for Game Theory,"[""Moroccan Center for Game Theory""]",TRUE,[],FR
Morphic,"[""Morphic""]",TRUE,[],US
Mount Holyoke College,"[""Mount Holyoke College""]",TRUE,[],US
Munich Center,"[""Munich Center""]",TRUE,[],DE
Munich Data Science Institute,"[""Munich Data Science Institute""]",TRUE,[],DE
Murdoch University,"[""Murdoch University""]",TRUE,[],AU
NOAA Global Systems Laboratory,"[""NOAA Global Systems Laboratory""]",TRUE,[],US
NSF AI Institute for Artificial and Natural Intelligence,"[""NSF AI Institute for Artificial and Natural Intelligence""]",TRUE,[],US
NSF-Simons National Institute for Theory and Mathematics in Biology,"[""NSF-Simons National Institute for Theory and Mathematics in Biology""]",TRUE,[],US
NTT Communication Science Labs.,"[""NTT Communication Science Labs.""]",TRUE,[],JP
NTT Computer and Data Science Laboratories,"[""NTT Computer and Data Science Laboratories""]",TRUE,[],JP
NTT Human Informatics Laboratories,"[""NTT Human Informatics Laboratories""]",TRUE,[],JP
NTT Physics and Informatics Laboratories,"[""NTT Physics and Informatics Laboratories""]",TRUE,[],US
NTT Secure Platform Laboratories,"[""NTT Secure Platform Laboratories""]",TRUE,[],JP
NTT Software Innovation Center,"[""NTT Software Innovation Center""]",TRUE,[],JP
NUS HPC-AI Lab,"[""NUS HPC-AI Lab""]",TRUE,[],CN
NXAI Lab & NXAI GmbH,"[""NXAI Lab & NXAI GmbH""]",TRUE,[],AT
NYU Alignment Research Group,"[""NYU Alignment Research Group""]",TRUE,[],US
NYU Center for Data Science,"[""NYU Center for Data Science""]",TRUE,[],US
NYU Grossman School of Medicine,"[""NYU Grossman School of Medicine""]",TRUE,[],US
Nagaoka University of Technology,"[""Nagaoka University of Technology""]",TRUE,[],JP
Nagoya Institute of Technology,"[""Nagoya Institute of Technology2""]",TRUE,[],JP
Nanchang University,"[""Nanchang University""]",TRUE,[],CN
Nanjing Electronic Devices Institute,"[""Nanjing Electronic Devices Institute""]",TRUE,[],CN
Nantong University,"[""Nantong University""]",TRUE,[],CN
National Cancer Center Japan,"[""National Cancer Center Japan""]",TRUE,[],JP
National Center for Applied Mathematics Shenzhen,"[""National Center for Applied Mathematics Shenzhen""]",TRUE,[],CN
National Center for Disease Control,"[""National Center for Disease Control""]",TRUE,[],IN
National Center for Supercomputing Applications,"[""National Center for Supercomputing Applications""]",TRUE,[],US
National Central University,"[""National Central University""]",TRUE,[],TW
National Electronics Research Initiative in Pattern Recognition,"[""National Electronics Research Initiative in Pattern Recognition""]",TRUE,[],GB
National Engineering Laboratory for Big Data Analytics,"[""National Engineering Laboratory for Big Data Analytics""]",TRUE,[],CN
National Institute of Advanced Industrial Science and Technology (AIST),"[""National Institute of Advanced Industrial Science and Technology (AIST)""]",REMOVE,"[""National Institute of Advanced Industrial Science and Technology""]",SG
National Institute of Advanced Studies,"[""National Institute of Advanced Studies""]",TRUE,[],IN
National Institute of Information and Communications Technology,"[""National Institute of Information and Communications Technology""]",TRUE,[],JP
National Institute of Mental Health,"[""National Institute of Mental Health""]",TRUE,[],US
National Key Laboratory of General Artificial Intelligence,"[""National Key Laboratory of General Artificial Intelligence""]",TRUE,[],CN
National Renewable Energy Lab,"[""National Renewable Energy Lab""]",TRUE,[],US
National Taiwan University of Science and Technology,"[""National Taiwan University of Science and Technology""]",TRUE,[],TW
National Tsing-Hua University,"[""National Tsing-Hua University""]",TRUE,[],US
National University,"[""National University""]",TRUE,[],KR
National and Kapodistrian University of Athens,"[""National and Kapodistrian University of Athens""]",TRUE,[],GR
Neil Squire Society,"[""Neil Squire Society""]",TRUE,[],CA
NetEase Fuxi AI Lab,"[""NetEase Fuxi AI Lab""]",TRUE,[],CN
Netflix & Cornell Tech,"[""Netflix & Cornell Tech""]",TRUE,[],US
Netherlands Organisation for Applied Scientific Research,"[""Netherlands Organisation for Applied Scientific Research""]",TRUE,[],NL
Neural Computing Research Group,"[""Neural Computing Research Group""]",TRUE,[],GB
Neural Networks and Deep Learning Lab,"[""Neural Networks and Deep Learning Lab""]",TRUE,[],US
New Mexico State University,"[""New Mexico State University""]",TRUE,[],US
New York University Equal Contribution,"[""New Y ork University Equal Contribution""]",TRUE,[],US
New York University Abu Dhabi,"[""New York University Abu Dhabi""]",TRUE,[],AE
Niels Brock,"[""Niels Brock""]",TRUE,[],DK
Nihon University,"[""Nihon University""]",TRUE,[],JP
Ningbo University,"[""Ningbo University""]",TRUE,[],CN
Nishtar Medical College and Hospital,"[""Nishtar Medical College and Hospital""]",TRUE,[],PK
Nokia Bell Labs,"[""Nokia Bell Labs""]",TRUE,[],US
Nordic Institute for Theoretical Physics,"[""Nordic Institute for Theoretical Physics""]",TRUE,[],SE
North China Electric Power University,"[""North China Electric Power University""]",TRUE,[],CN
Northeastern University Beijing University of Technology,"[""Northeastern University Beijing University of Technology""]",TRUE,[],GB
Northwest Normal University,"[""Northwest Normal University""]",TRUE,[],CN
Northwest University,"[""Northwest University""]",TRUE,[],CN
NortonLifeLock ,"[""NortonLifeLock (United States)""]",FALSE,"[""NortonLifeLock""]",US
Norwegian Research Centre AS,"[""Norwegian Research Centre AS""]",TRUE,[],NO
Novo Nordisk (Denmark),"[""Novo Nordisk (Denmark)""]",FALSE,"[""Novo Nordisk""]",DK
OGI School of Science and Engineering,"[""OGI School of Science and Engineering""]",TRUE,[],US
OGI School of Science and Engineering,"[""OGI School of Science and Engineering at OHSU""]",TRUE,[],US
OLIVES at the Centre for Signal and Info. Processing,"[""OLIVES at the Centre for Signal and Info. Processing""]",TRUE,[],US
ONERA - DTIS Paris-Saclay University,"[""ONERA - DTIS Paris-Saclay University""]",TRUE,[],FR
OPPO Research Institute,"[""OPPO Research Institute""]",TRUE,[],CN
OWL University of Applied Sciences and Arts,"[""OWL University of Applied Sciences and Arts""]",TRUE,[],DE
Oberlin College,"[""Oberlin College""]",TRUE,[],US
Ocean University of China,"[""Ocean University of China""]",TRUE,[],CN
Office of Science and Engineering Laboratories,"[""Office of Science and Engineering Laboratories""]",TRUE,[],US
Ola Grimsby Institute,"[""Ola Grimsby Institute""]",TRUE,[],US
Olden Labs,"[""Olden Labs""]",TRUE,[],DE
Oldenburg University.,"[""Oldenburg University.""]",TRUE,[],US
Open Data Institute,"[""Open Data Institute""]",TRUE,[],GB
Open University,"[""Open University""]",TRUE,[],AT
Open University of Cyprus,"[""Open University of Cyprus""]",TRUE,[],US
Operations Research Department,"[""Operations Research Department""]",TRUE,[],US
Oracle Labs{jean.baptiste.tristan,"[""Oracle Labs{jean.baptiste.tristan""]",TRUE,[],US
Oregon Health and Science University,"[""Oregon Health and Science University""]",TRUE,[],US
Oregon Museum of Science and Industry,"[""Oregon Museum of Science and Industry""]",TRUE,[],US
Orion Lab,"[""Orion Lab""]",TRUE,[],ES
Osaka Research Institute of Industrial Science and Technology,"[""Osaka Research Institute of Industrial Science and Technology""]",TRUE,[],JP
Oslo University Hospital,"[""Oslo University Hospital""]",TRUE,[],NO
Otto-von-Guericke University Magdeburg,"[""Otto-von-Guericke University Magdeburg""]",TRUE,[],DE
Otto-von-Guericke University Magdeburg,"[""Otto-von-Guericke-Universität Magdeburg""]",TRUE,[],DE
PKU Institute for Artificial Intelligence,"[""PKU Institute for Artificial Intelligence""]",TRUE,[],CN
PKU-Psibot Lab,"[""PKU-Psibot Lab""]",TRUE,[],CN
PSPC Research Group,"[""PSPC Research Group""]",TRUE,[],IT
Panasonic AI Research,"[""Panasonic AI Research""]",TRUE,[],JP
Parc Sanitari Sant Joan de Déu,"[""Parc Sanitari Sant Joan de Déu""]",TRUE,[],ES
Paris Research Center,"[""Paris Research Center""]",TRUE,[],FR
Paris-Saclay University,"[""Paris-Saclay University""]",TRUE,[],FR
Pazhou Laboratory.,"[""Pazhou Laboratory.""]",TRUE,[],CN
PeRCeiVe Lab - University of Catania,"[""PeRCeiVe Lab - University of Catania""]",TRUE,[],IT
Peking University People’s Hospital,"[""Peking University People’s Hospital""]",TRUE,[],CN
Peking University,"[""Peking University""]",TRUE,[],CN
Peng Cheng Laboratory,"[""Peng Cheng Laboratory""]",TRUE,[],CN
Peng Cheng Larboratory,"[""Peng Cheng Larboratory""]",TRUE,[],CN
Pengcheng Lab,"[""Pengcheng Lab""]",TRUE,[],CN
Perimeter Institute,"[""Perimeter Institute""]",TRUE,[],CA
PerkinElmer (United States),"[""PerkinElmer (United States)""]",FALSE,"[""PerkinElmer""]",US
Peter O’Donnell Jr. School of Public Health,"[""Peter O’Donnell Jr. School of Public Health""]",TRUE,[],US
Pfizer Worldwide Research and Development,"[""Pfizer Worldwide Research and Development""]",TRUE,[],DE
Phenikaa University,"[""Phenikaa University""]",TRUE,[],US
Philadelphia College of Osteopathic Medicine,"[""Philadelphia College of Osteopathic Medicine""]",TRUE,[],US
Philips Research Laboratory,"[""Philips Research Laboratory""]",TRUE,[],BE
Pilani,"[""Pilani""]",TRUE,[],IN
Ping An Technology (Shenzhen) Co.,"[""Ping An Technology (Shenzhen) Co.""]",TRUE,,CN
Pixocial Technology,"[""Pixocial Technology""]",TRUE,[],US
Plexon (United States),"[""Plexon (United States)""]",FALSE,"[""Plexon""]",US
Politecnico di Torino & CENTAI Institute,"[""Politecnico di Torino & CENTAI Institute""]",TRUE,[],IT
Polytechnic University of Turin,"[""Polytechnic University of Turin""]",TRUE,[],IT
Polytechnical University,"[""Polytechnical University""]",TRUE,[],CN
Pontificia Universidad Católica de Chile,"[""Pontificia Universidad Católica de Chile""]",TRUE,[],CL
Portland State University,"[""Portland State University""]",TRUE,[],US
Poznan University of Technology,"[""Poznan University of Technology""]",TRUE,[],US
Poznań University of Technology,"[""Poznań University of Technology""]",TRUE,[],PL
Prince Sattam bin Abdulaziz University (PSAU),"[""Prince Sattam bin Abdulaziz University (PSAU)""]",FALSE,"[""Prince Sattam bin Abdulaziz University""]",SA
Profluent,"[""Profluent""]",TRUE,[],US
Providence College,"[""Providence College""]",TRUE,[],US
Qatar Computing Research Institute,"[""Qatar Computing Research Institute""]",TRUE,[],QA
Qatar Foundation,"[""Qatar Foundation""]",TRUE,[],QA
Qatar University,"[""Qatar University""]",TRUE,[],QA
Qihoo AI Institute,"[""Qihoo AI Institute""]",TRUE,[],CN
Qualcomm AI Research,"[""Qualcomm AI Research""]",TRUE,[],NL
Quantitative Biomedical Research Center,"[""Quantitative Biomedical Research Center""]",TRUE,[],US
Quantum Performance Laboratory,"[""Quantum Performance Laboratory""]",TRUE,[],US
Quebec AI Institute,"[""Quebec AI Institute""]",TRUE,[],CA
Queen’s University Belfast,"[""Queen’s University Belfast""]",TRUE,[],UK
R) & Centre for Frontier AI Research,"[""R) & Centre for Frontier AI Research""]",TRUE,[],SG
RIKEN Center for AIP,"[""RIKEN Center for AIP""]",TRUE,[],DE
RIKEN Center for Advanced Intelligence Project,"[""RIKEN Center for Advanced Intelligence Project""]",TRUE,[],JP
RISE Research Institutes of Sweden,"[""RISE Research Institutes of Sweden""]",TRUE,[],SE
RJ Research Consulting,"[""RJ Research Consulting""]",TRUE,[],US
RWCP Theoretical Foundation GMD Laboratory,"[""RWCP Theoretical Foundation GMD Laboratory""]",TRUE,[],DE
Radboud University Medical Center,"[""Radboud University Medical Center""]",TRUE,[],NL
Radiology Penn Image Computing and Science Laboratory,"[""Radiology Penn Image Computing and Science Laboratory""]",TRUE,[],US
Rakuten ,"[""Rakuten (Japan)""]",FALSE,"[""Rakuten""]",JP
Reality Labs Research,"[""Reality Labs Research""]",TRUE,[],US
Redondo Optics ,"[""Redondo Optics (United States)""]",FALSE,"[""Redondo Optics""]",US
Redwood Center for Theoretical Neuroscience,"[""Redwood Center for Theoretical Neuroscience""]",TRUE,[],US
Reichman University,"[""Reichman University""]",TRUE,[],IL
Renmin University of China4,"[""Renmin University of China4""]",TRUE,[],CN
Research School for Information Sciences and Engineering,"[""Researc h School for Inform ation Sciences and Engineering""]",TRUE,[],AU
